,index,_score,a_pc,address,am,asdi,b_level,brightness,cID,city,core,d_name,event_data.display_cord.x,event_data.display_cord.y,event_data.gyroscop_cord.x,event_data.gyroscop_cord.y,event_data.gyroscop_cord.z,fc_available,fm,im,lat,loc_info.lat,loc_info.long,loc_info.pin,long,memory,model,n_accessories,orientation,pID,pc_usage,pin,pm,res,s_name,sc,sc_available,state,usm,volume,wifi_add,wifi_ip,wm,sr_height,sr_width
0,0,0.0,6,0.0,29.146729,0.0,50.0,100.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.149089,28.341064,0.0,0.0,0.0,0.0,0.0,3840.0,759,0,0.0,23,82.30001,0.0,0.69987,0.0,43,384,0.0,0.0,4.12556,-3.74,0.0,0.0,18.960775,896,414
1,1,0.0,6,0.0,28.40332,0.0,50.0,100.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,0.812988,27.890218,0.0,0.0,0.0,0.0,0.0,3840.0,759,0,0.0,23,44.0,0.0,0.38208,0.0,43,384,0.0,0.0,6.196859,-3.74,0.0,0.0,20.155843,896,414
2,2,0.0,6,0.0,29.146729,0.0,50.0,100.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.149089,28.341064,0.0,0.0,0.0,0.0,0.0,3840.0,759,0,0.0,23,82.30001,0.0,0.69987,0.0,43,384,0.0,0.0,4.12556,-3.74,0.0,0.0,18.960775,896,414
3,3,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,272.5,719.5,-0.3066,-0.9284,0.2888,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
4,4,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
5,5,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,298.0,653.5,-0.3437,-0.9538,0.1653,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
6,6,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
7,7,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
8,8,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
9,9,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
10,10,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
11,11,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
12,12,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
13,13,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
14,14,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
15,15,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
16,16,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
17,17,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,231.5,731.0,-0.2731,-1.016,0.3239,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
18,18,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,214.5,647.5,-0.2879,-0.9441,0.0511,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
19,19,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,231.5,731.0,-0.2731,-1.016,0.3239,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
20,20,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
21,21,0.0,6,0.0,25.973307,0.0,38.0,70.0,1,0.0,6,741,214.5,647.5,-0.2879,-0.9441,0.0511,0.0,2.566732,23.720703,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10779756416.0,0.0,0.683187,0.0,43,382,0.0,0.0,71.119792,0.0,0.0,0.0,21.437581,896,414
22,22,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
23,23,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
24,24,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
25,25,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
26,26,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
27,27,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
28,28,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
29,29,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
30,30,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
31,31,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
32,32,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,165.5,458.0,-0.2706,-0.9311,-0.1286,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
33,33,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,165.5,458.0,-0.2706,-0.9311,-0.1286,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
34,34,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
35,35,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
36,36,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
37,37,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
38,38,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
39,39,0.0,6,0.0,25.81014,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.860921,23.494466,0.0,29.139802,78.434009,246734.0,0.0,3840.0,741,0,0.0,22,10780115808.0,0.0,0.649007,0.0,43,382,0.0,0.0,70.807292,0.0,0.0,0.0,21.519368,896,414
40,40,0.0,6,0.0,25.926514,0.0,38.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.845866,23.569743,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10780017312.0,0.0,0.555827,0.0,43,382,0.0,0.0,70.729167,0.0,0.0,0.0,21.234538,896,414
41,41,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
42,42,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
43,43,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,322.5,687.5,-0.0735,-0.989,0.0488,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
44,44,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,322.5,687.5,-0.0735,-0.989,0.0488,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
45,45,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
46,46,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
47,47,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
48,48,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,226.0,747.5,-0.0968,-0.9512,-0.1126,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
49,49,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,226.0,747.5,-0.0968,-0.9512,-0.1126,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
50,50,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,226.0,747.5,-0.0968,-0.9512,-0.1126,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
51,51,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,226.0,747.5,-0.0968,-0.9512,-0.1126,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
52,52,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
53,53,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,226.0,747.5,-0.0968,-0.9512,-0.1126,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
54,54,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,236.5,626.5,-0.1164,-0.9458,-0.0942,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
55,55,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,236.5,626.5,-0.1164,-0.9458,-0.0942,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
56,56,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,236.5,626.5,-0.1164,-0.9458,-0.0942,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
57,57,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,236.5,626.5,-0.1164,-0.9458,-0.0942,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
58,58,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,236.5,626.5,-0.1164,-0.9458,-0.0942,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
59,59,0.0,6,0.0,25.686442,0.0,44.0,70.0,1,0.0,6,741,236.5,626.5,-0.1164,-0.9458,-0.0942,0.0,2.058512,25.36377,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10766776528.0,0.0,1.227214,0.0,43,382,0.0,0.0,72.239583,-9.12,0.0,0.0,21.206462,896,414
60,60,0.0,6,0.0,25.699463,0.0,44.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.52832,25.496826,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10765255328.0,0.0,1.248779,0.0,43,382,0.0,0.0,72.786458,-9.12,0.0,0.0,21.609701,896,414
61,61,0.0,6,0.0,25.699463,0.0,44.0,70.0,1,0.0,6,741,142.5,402.5,-0.2009,-1.0269,-0.1012,0.0,1.52832,25.496826,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10765255328.0,0.0,1.248779,0.0,43,382,0.0,0.0,72.786458,-9.12,0.0,0.0,21.609701,896,414
62,62,0.0,6,0.0,25.699463,0.0,44.0,70.0,1,0.0,6,741,142.5,402.5,-0.2009,-1.0269,-0.1012,0.0,1.52832,25.496826,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10765255328.0,0.0,1.248779,0.0,43,382,0.0,0.0,72.786458,-9.12,0.0,0.0,21.609701,896,414
63,63,0.0,6,0.0,25.699463,0.0,44.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.52832,25.496826,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10765255328.0,0.0,1.248779,0.0,43,382,0.0,0.0,72.786458,-9.12,0.0,0.0,21.609701,896,414
64,64,0.0,6,0.0,25.699463,0.0,44.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.52832,25.496826,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10765255328.0,0.0,1.248779,0.0,43,382,0.0,0.0,72.786458,-9.12,0.0,0.0,21.609701,896,414
65,65,0.0,6,0.0,25.699463,0.0,44.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.52832,25.496826,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10765255328.0,0.0,1.248779,0.0,43,382,0.0,0.0,72.786458,-9.12,0.0,0.0,21.609701,896,414
66,66,0.0,6,0.0,25.699463,0.0,44.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.52832,25.496826,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10765255328.0,0.0,1.248779,0.0,43,382,0.0,0.0,72.786458,-9.12,0.0,0.0,21.609701,896,414
67,67,0.0,6,0.0,25.699463,0.0,44.0,70.0,1,0.0,6,741,0.0,0.0,0.0,0.0,0.0,0.0,1.52832,25.496826,0.0,0.0,0.0,0.0,0.0,3840.0,741,0,0.0,22,10765255328.0,0.0,1.248779,0.0,43,382,0.0,0.0,72.786458,-9.12,0.0,0.0,21.609701,896,414
